id,title_romaji,title_english,average_score,genres,start_year,status,chapters,volumes,staff_names
51499,Umineko no Naku Koro ni Chiru Episode 6: Dawn of the Golden Witch,Umineko When They Cry Episode 6: Dawn of the Golden Witch,84,"Drama, Horror, Mystery, Supernatural",2010,FINISHED,26.0,6.0,"Ryukishi07, Hinase Momoyama, Stephen Paul, Abigail Blackman"
108251,"Umarekawattemo Mata, Watashi to Kekkon Shitekuremasu ka",,84,"Drama, Romance",2017,FINISHED,25.0,4.0,Miku Morinaga
53390,Shingeki no Kyojin,Attack on Titan,84,"Action, Drama, Fantasy, Mystery",2009,FINISHED,141.0,34.0,"Tatsuya Endou, Hajime Isayama, Yuusuke Nomura, Kouhei Nagashii, Kouta Sannomiya, Kyuu Takahata, Shintarou Kawakubo, Yuuji Kaba, Paweł Dybała, Ko Ransom, Claudia Peter, Sylvain Chollet, Erika Abreu, Yifeng Zhang, Diógenes Dih"
39726,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,Decapitation: Kubikiri Cycle,84,"Action, Comedy, Drama, Mystery, Psychological",2002,FINISHED,9.0,1.0,"NISIOISIN, Take, Greg Moore"
38157,Kamisama Hajimemashita,Kamisama Kiss,84,"Comedy, Fantasy, Romance, Supernatural",2008,FINISHED,154.0,25.0,"Julietta Suzuki, Tomo Kimura, Ryouko Sekiguchi, Isabelle Bovey"
30021,DEATH NOTE,Death Note,84,"Drama, Mystery, Psychological, Supernatural, Thriller",2003,FINISHED,108.0,12.0,"Takeshi Obata, Tsugumi Ooba, Kahiro Kyouda, Ryou Ogawa, Gia Cam Luc, Alexis Kirsch, Marc Bernabé, Eric Montesinos, Tetsuichiro Miyaki, Kay Hermann, Myloo Anhmet, Paweł Dybała, Pookie Rolf, Giacomo Calorio, Shinya Seto, Kouji Yoshida, Tatsunosuke Sonoda, Kazushi Hinoki, Rica Sakata, Nobuhiro Satou, Hüseyin Erkin, Kami Anani, Cassius Medaur, Marcelo Del Greco"
103192,blanc,blanc,84,"Drama, Romance, Slice of Life",2018,FINISHED,11.0,2.0,"Asumiko Nakamura, Ana Caro, Jocelyne Allen, Ray Steeves, Justine Mouron, Delphine Desusclade"
87208,Shimanami Tasogare,Our Dreams at Dusk: Shimanami Tasogare,84,"Drama, Psychological, Slice of Life",2015,FINISHED,23.0,4.0,"Yuuki Kamatani, Ana Caro, Jocelyne Allen, Kaitlyn Wiley, Melissa Pennacchiotti, Kinga Zielińska, Alexandra Klepper"
86355,Tensei Shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,84,"Adventure, Comedy, Fantasy",2014,RELEASING,,23.0,"Fuse, Mitz Vah, Kevin Gifford, Chloé Bardan"
118408,Agyeogui Ending Jugeumppun,Villains Are Destined to Die,84,"Drama, Fantasy, Psychological, Romance",2020,RELEASING,,,"Gyeo-Eul Kwon, Suol, Chiho Christie, David Odell, Zuzanna Olszewska, AH Cho"
98370,Sasaki to Miyano,Sasaki and Miyano,84,"Comedy, Romance, Slice of Life",2016,RELEASING,,,"Shou Harusono, DK, Leighann Harvey, Angélique Mariet, Tom Bertrand, Blanche Delaborde, Andrzej Matuszak, Dominika Bieńkowska"
66413,Hinamatsuri,Hinamatsuri,84,"Comedy, Sci-Fi, Slice of Life, Supernatural",2010,FINISHED,132.0,19.0,"Masao Ootake, Stephen Kohler, Nathan Takase"
37482,RAINBOW: Nisha Rokubou no Shichinin,,84,"Drama, Psychological",2002,FINISHED,235.0,22.0,"George Abe, Masasumi Kakizaki"
31342,Baccano!,Baccano!,84,"Action, Adventure, Mystery, Supernatural",2003,RELEASING,,,"Ryougo Narita, Katsumi Enami, Taylor Engel"
165131,Mushoku Tensei: Dasoku-hen,Mushoku Tensei: Redundant Reincarnation,83,"Action, Drama, Ecchi, Fantasy",2023,RELEASING,,,"Rifujin na Magonote, Sirotaka"
145163,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Rascal Does Not Dream of a Dreaming Girl,83,"Comedy, Psychological, Romance, Supernatural",2016,FINISHED,5.0,1.0,"Hajime Kamoshida, Keiji Mizoguchi, Andrew Cunningham, Kasomphan Haruna"
126399,Haruka Tooki Ie,A Home Far Away,83,"Drama, Romance",2020,FINISHED,7.0,1.0,"Teki Yatsuda, Susana Fernández García"
117324,Nan Hao Shang Feng,,83,"Comedy, Slice of Life",2019,RELEASING,,,Bulangni
113533,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,The Angel Next Door Spoils Me Rotten,83,"Comedy, Romance, Slice of Life",2019,RELEASING,,,"Hazano Kazutake, Hanekoto, Saeki-san, Nicole Wilder, Chaiyapruh Wutiboonwatana, Không Chán, Trân Trân, Jiaxiang Lin, Huining Guo"
111189,Yubisaki to Renren,A Sign of Affection,83,"Romance, Slice of Life",2019,RELEASING,,,"Suu Morishita, Christine Dashiell, Lys Blakeslee, Carlo Vanstiphout, So-Hyeon Park"
92550,Adachi to Shimamura,Adachi and Shimamura,83,"Romance, Slice of Life",2012,RELEASING,,,"Hitoma Iruma, Nozomi Ousaka, Nozomi Ousaka, Shizue Kaneko, Raemz, Molly Lee, Cang Mao"
87217,Innocent Rouge,Innocent Rouge,83,"Drama, Psychological",2015,FINISHED,88.0,12.0,"Shinichi Sakamoto, Masaki Shii, Gemma Tarrés, Masakatsu Adachi, Takashi Yamaguchi, Songyuu Kim, Keisuke Tsunashima"
85307,Bungou Stray Dogs,Bungo Stray Dogs,83,"Action, Drama, Mystery, Supernatural",2012,RELEASING,,,"Kafka Asagiri, Harukawa35, Carlos Mingo, Kevin Gifford, Irene Telleria, Lục Mịnh, Karolina Dwornik, Diógenes Dih"
33572,Tobaku Mokushiroku Kaiji,Gambling Apocalypse Kaiji,83,"Drama, Psychological, Thriller",1996,FINISHED,158.0,13.0,Nobuyuki Fukumoto
33571,Ten: Tenhou-doori no Kaidanji,,83,"Drama, Psychological",1989,FINISHED,164.0,18.0,"Nobuyuki Fukumoto, Shuuhou Sato"
143763,Nademonogatari,,83,"Action, Comedy, Drama, Mystery, Supernatural",2016,FINISHED,31.0,1.0,"NISIOISIN, VOFAN"
107521,Eoneu Nal Gongjuga Doeeobeoryeotda,Who Made Me a Princess,83,"Comedy, Fantasy, Romance",2017,RELEASING,,9.0,"Spoon, Plutus, Carolina Hernández Mendoza, Lauren Na"
68071,Spirit Circle,Spirit Circle,83,"Action, Comedy, Romance, Sci-Fi, Supernatural",2012,FINISHED,46.0,6.0,"Satoshi Mizukami, Jocelyne Allen, Lys Blakeslee, Mikka Stifler, Rachel Pierce"
30399,Kino no Tabi: the Beautiful World,Kino's Journey: The Beautiful World,83,"Adventure, Drama, Fantasy, Mystery, Psychological, Sci-Fi",2000,RELEASING,,,"Keiichi Shigusawa, Kouhaku Kuroboshi"
171729,LOVE-BULLET,Love Bullet,83,"Action, Drama, Romance, Supernatural",2023,RELEASING,,,"Aila Nagamine, inee, Masaaki Fukushima"
136807,Look Back,Look Back,83,"Drama, Slice of Life",2021,FINISHED,1.0,1.0,"Tatsuki Fujimoto, Tokushige  Kawakatsu, Reizou Aisu , Hanachika Toyama, Sébastien Ludmann, Amanda Haley, Felipe Monte, Snir Aharon, Sou Nishida, Shihei Lin, Hinoko, Anna Wrzesiak, Ili Tenjou, Zhichang Lin"
86568,Vanitas no Carte,The Case Study of Vanitas,83,"Action, Drama, Fantasy, Mystery, Supernatural",2015,RELEASING,,,"Jun Mochizuki, Taylor Engel, Fédoua Lamodière, Morgan Hart, Bianca Pistillo, Gyeong-Hwa O, Cordelia Suzuki, Ruyuha Kyouka, Martin Bachernegg"
86036,SHIORI EXPERIENCE: Jimi na Watashi to Hen na Ojisan,,83,"Comedy, Drama, Music",2013,RELEASING,,,"Yuukou Osada, Kazuya Machida, Mizuki Yoda"
74307,Kakukaku Shikajika,Blank Canvas: My So-Called Artist's Journey,83,"Drama, Slice of Life",2011,FINISHED,34.0,5.0,"Akiko Higashimura, Jenny McKeon, Miyako Slocombe, Lys Blakeslee, Miro"
48200,Sotsugyousei,Classmates,83,"Comedy, Drama, Romance, Slice of Life",2007,FINISHED,16.0,2.0,"Asumiko Nakamura, Ana Caro, Jocelyne Allen, Ray Steeves, Delphine Desusclade"
30042,Dragon Ball,Dragon Ball,83,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",1984,FINISHED,520.0,42.0,"Akira Toriyama, Yuu Kondou, Kazuhiko Torishima, Lisa-Marie Pettersen Leira, Marc Bernabé, Dag Lønsjø, Mari Morimoto, Fédoua Lamodière, Drik Sada, Jürgen Seebeck, Takashi Matsuyama, Geni Bigas, Bakayaro!, Alp İlkkurşun, Rafał Rzepka, Kiyoko Chappe, Yvan Jacquet, Fabrice Bras, Shiuya Tomimoto, Bruno Zago, Fuyuto Takeda, Cassius Medaur"
145164,Seishun Buta Yarou wa Hatsukoi Shoujo no Yume wo Minai,Rascal Does Not Dream of His First Love,83,"Comedy, Drama, Psychological, Romance, Supernatural",2016,FINISHED,4.0,1.0,"Hajime Kamoshida, Keiji Mizoguchi, Andrew Cunningham, Kasomphan Haruna"
123117,Bungou Stray Dogs: Dazai Osamu to Kuro no Jidai,Bungo Stray Dogs: Osamu Dazai and The Dark Era,83,"Action, Drama, Mystery, Supernatural",2014,FINISHED,6.0,1.0,"Kafka Asagiri, Harukawa35, Matthew Rutsohn"
119174,The Boxer,The Boxer,83,"Action, Drama, Sports",2019,FINISHED,133.0,13.0,Ji-Hun Jeong
109921,Kieta Hatsukoi,My Love Mix-Up!,83,"Comedy, Romance",2019,FINISHED,41.0,9.0,"Aruko, Wataru Hinekure, Jan Cash, Inori Fukuda Trant, Fangxin Zhang, Do Nguyen"
86964,Hurejasik,Bastard,83,"Drama, Horror, Mystery, Psychological, Romance, Thriller",2014,FINISHED,94.0,5.0,"Yeong-Chan Hwang, Carnby Kim, Pil Hong, Min-Ho Kim, mikki, Seung-Hwan Kim"
30214,Kidou Senshi Gundam: The Origin,Mobile Suit Gundam: The Origin,83,"Action, Drama, Mecha, Sci-Fi",2001,FINISHED,112.0,24.0,"Hajime Yatate, Yoshikazu Yasuhiko, Yoshiyuki Tomino, Kunio Okawara, Melissa Tanaka, María Ferrer, Daniel Andreyev"
108556,SPY×FAMILY,SPY x FAMILY,83,"Action, Comedy, Slice of Life, Supernatural",2019,RELEASING,,,"Tatsuya Endou, Mafuyu Konishi, Hikari Suehiru, Itsuchi Yosuga, Rina Mapa, Casey Loe, Beatriz Poszar, Satoko Fujimoto, Simona Stanzani, Colin Milliken, Cara Sanks, Lara Iacucci, Luciane Yasawa, Chiara Antonelli, Paolo Gattone, Selene Kanagawa, Nathalie Bougon, Sylvie Naddeo-Deloche, Shihei Lin, Lasse Christiansen, Phương Nga, Amelia Lipko, Inka, Thiago Péres, Alessio Ravazzani"
98544,Yuukoku no Moriarty,Moriarty the Patriot,83,"Mystery, Psychological, Thriller",2016,RELEASING,,,"Ryousuke Takeuchi, Arthur Ignatius Conan Doyle, Hikaru Miyoshi, Carlos Mingo, Annaliese Christman, Irene Telleria, Saa, Agnieszka Zychma"
87347,Given,Given,83,"Drama, Music, Romance, Slice of Life",2013,FINISHED,51.0,9.0,"Natsuki Kizu, Margot Maillac, Thiago Nojiri, Judit Moreno, Anne Demars, Jean-François Lacherie, Tomasz Molski"
50006,Fate/strange Fake,,83,"Action, Adventure, Fantasy, Mystery, Supernatural",2015,RELEASING,,10.0,"Type-Moon, Ryougo Narita, Shizuki Morii"
159441,Pick Me Up!,Pick Me Up,83,"Action, Adventure, Fantasy",2022,RELEASING,,,"Wasakbasak, U-Ne Cho, Hermod, Lya Mayahi, Douglas De Almeida"
149544,Ki ni Natteru Hito ga Otoko Janakatta,The Guy She Was Interested In Wasn't a Guy at All,83,"Music, Romance",2022,RELEASING,,,"Ajani Oloye, Sumiko Arai, Carina Dallmeier, Agnieszka Zychma, Nuria Cimas Pita, Yuanyou Ye, Morgane Paviot"
129574,1-nichi Go ni Shinu Gorilla,,83,Comedy,2021,FINISHED,3.0,,Sui Ishida
98351,Yuru Camp△,Laid-Back Camp,83,"Comedy, Slice of Life",2015,RELEASING,,,"Afro, Amber Tamosaitis, Yohan Leclerc, Bianca Pistillo, DK, D. Kim, Katarzyna Nishioka, Stefanie Probst, Kaichun Chen"
33299,Ookami to Koushinryou,Spice & Wolf,83,"Adventure, Drama, Fantasy, Romance, Supernatural",2007,FINISHED,108.0,16.0,"Keito Koume, Isuna Hasekura, Juu Ayakura, Lys Blakeslee, Alexis Eckerman, Paul Starr, Jeremiah Bourque, Terri Delgado, Gemma Tarrés, Víctor Gomà, Jasmine Bernhardt, Songyan Wu, ALATA"
31325,Hi no Tori,Phoenix,83,"Drama, Fantasy, Romance, Sci-Fi",1966,CANCELLED,134.0,16.0,"Osamu Tezuka, Buichi Terasawa, Frederik Schodt, Marc Bernabé, Edward Kondo, Marcelo Del Greco, Marcelo Naranjo"
132029,Dandadan,Dandadan,83,"Action, Comedy, Drama, Romance, Sci-Fi, Supernatural",2021,RELEASING,,,"Tooru Kuramori, Yukinobu Tatsu, John Werry, Kumar Sivasubramanian, Brandon Bovia, Felipe Monte, Sylvain Chollet, Sara Linsley, Jürgen Seebeck, Andrea Bernal Asensio, Shihei Lin, Hinoko, Sonickun, Hajime Yamamoto, Anna Koike, Atsuka Yamagata, Pierre Valls, Kyla Aiko, Charmita, Lieny"
110473,Kimi wa Houkago Insomnia,Insomniacs After School,83,"Romance, Slice of Life",2019,FINISHED,125.0,14.0,"Makoto Ojiro, Óscar Tejero, Studio Charon, Florent Gorges, Nadja Stutterheim, Tomasz Molski"
108027,Hirano to Kagiura,Hirano and Kagiura,83,"Comedy, Romance, Slice of Life",2019,RELEASING,,,"Shou Harusono, Leighann Harvey, Dominika Bieńkowska, Zhu Zi, Dayeun Kim"
101131,Toshokan no Daimajutsushi,Magus of the Library,83,"Adventure, Fantasy",2017,RELEASING,,,"Mitsu Izumi, Sakura Ilgert, Anna Koike, Chuanyu Wei"
99609,Kimi no Suizou wo Tabetai,I Want to Eat Your Pancreas,83,"Drama, Romance, Slice of Life",2016,FINISHED,10.0,2.0,"Izumi Kirihara, Yoru Sumino, Beni Axia Conrad, Michala Kropáčková, Katarzyna Nishioka, Yuko Keller"
99324,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,83,"Comedy, Fantasy",2017,RELEASING,,,"Osamu Nishi, Jacqueline Fung, Yohan Leclerc, Ajani Oloye, Liên Vũ, Martyna Zdonek, Dariusz Latoś, Nicole Roderick, Xinzhang Du, Kaichun Chen, Reona Nishiyama"
47051,Barakamon,Barakamon,83,"Comedy, Slice of Life",2008,FINISHED,146.0,19.0,"Satsuki Yoshino, Lys Blakeslee, Krista Shipley, Thanh Huong"
41327,One Outs,,83,"Psychological, Sports",1998,FINISHED,176.0,20.0,Shinobu Kaitani
33083,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,83,"Comedy, Psychological, Sci-Fi, Slice of Life, Supernatural",2003,FINISHED,9.0,1.0,"Nagaru Tanigawa, Noizi Itou, Chris Pai"
33082,Nichijou,Nichijou,83,"Comedy, Slice of Life",2006,RELEASING,,,"Keiichi Arawi, Jenny McKeon"
30658,Mugen no Juunin,Blade of the Immortal,83,"Action, Adventure, Supernatural",1993,FINISHED,219.0,30.0,"Hiroaki Samura, Marc Bernabé, Terje Nordberg, Dana Lewis, Drik Sada, Miriam Tomi, Thiago Nojiri, Wayne Truman, Toren Smith, Tomasz Molski, Maciej Murzyniec, Cezary Komorowicz"
108551,Mystery to Iunakare,Don't Call it Mystery,83,"Drama, Mystery",2017,RELEASING,,,"Yumi Tamura, Patrick Honnoré, Yukari Maeda, Aila Nagamine, Caroline Winzenried, Tony Tran, Weijin Li"
108428,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,83,"Action, Comedy, Fantasy",2018,RELEASING,,,"Touzai, Daisuke Aizawa, Nathaniel Thrasher, Kristi Fernandez, Ka Bi Shou"
97298,Violet Evergarden,,83,"Drama, Fantasy",2015,FINISHED,13.0,2.0,"Akiko Takase, Kana Akatsuki"
85611,Tokyo Ghoul:re,Tokyo Ghoul:re,83,"Action, Drama, Horror, Mystery, Psychological, Supernatural",2014,FINISHED,181.0,16.0,"Sui Ishida, Edith  Belarra, Fernando Mucioli, Akiko Indei, Dong-Uk Kang, Karolina Dwornik, Siyu Lai"
33649,Fate/Zero,,83,"Action, Drama, Fantasy, Romance",2006,FINISHED,18.0,4.0,"Type-Moon, Kinoko Nasu, Tomotaka Takeuchi, Nitro Plus, Gen Urobuchi, Dariusz Latoś"
33573,Tobaku Hakairoku Kaiji,,83,"Drama, Psychological, Thriller",2000,FINISHED,134.0,13.0,Nobuyuki Fukumoto
31218,Akagi: Yami ni Oritatta Tensai,,83,"Action, Drama, Psychological",1992,FINISHED,306.0,36.0,"Nobuyuki Fukumoto, Shuuhou Sato"
31183,Cross Game,Cross Game,83,"Comedy, Drama, Romance, Sports",2005,FINISHED,170.0,17.0,"Mitsuru Adachi, Lillian Olsen, Ralph Yamada"
30660,Versailles no Bara,The Rose of Versailles,83,"Drama, Romance",1972,FINISHED,85.0,10.0,"Riyoko Ikeda, Frederik Schodt, Thibaud Desbief, Misato Raillard, Eric Montesinos, Mari Morimoto, Verónica Calafell, Yasuko Tojo"
177706,Oneulman Saneun Gisa,The Knight Only Lives Today,83,"Action, Adventure, Fantasy",2024,RELEASING,,,"Hyeon-Min Lee, Soulpung, An Lee, Ga Nara"
143079,Kimi no Yoru ni Fureru,Touch Within the Abyss,83,"Drama, Psychological, Romance",2021,FINISHED,6.0,1.0,"Jacqueline Fung, Moyori Mori, Anne Klink, Emelia Baum"
134191,Segimal Putsagwa Boseupagwon,After School Lessons for Unripe Apples,83,"Comedy, Drama, Romance, Slice of Life",2020,RELEASING,,,sunkki
113891,Souyaku Toaru Majutsu no Index,,83,"Action, Comedy, Fantasy, Sci-Fi",2020,RELEASING,,,"Kazuma Kamachi, Kiyotaka Haimura"
105747,"Mata, Onaji Yume wo Miteita",I Had That Same Dream Again,83,"Drama, Psychological, Slice of Life, Supernatural",2017,FINISHED,12.0,3.0,"Izumi Kirihara, Yoru Sumino, Rina Mapa, Beni Axia Conrad, Martin Gericke"
104241,Tsukiatte Agete mo Ii ka na,How Do We Relationship?,83,"Drama, Romance, Slice of Life",2018,FINISHED,133.0,14.0,Tamifull
45306,Takemitsu Zamurai,,83,"Drama, Slice of Life",2006,FINISHED,84.0,8.0,"Taiyou Matsumoto, Issei Eifuku, Marc Bernabé, Thibaud Desbief, Hongyan Huang"
30936,Homunculus,Homunculus,83,"Drama, Horror, Mystery, Psychological, Supernatural",2003,FINISHED,166.0,15.0,"Hideo Yamamoto, Rina Mapa, Drik Sada, Cerridwyn Graffham"
168843,Xiao Mogu,Little Mushroom,83,"Drama, Romance, Sci-Fi",2023,RELEASING,,,"Jinze Yuchi, Mao Mao Tou, Yishisi Zhou, Yier Jin"
116219,Shinai naru Gene e,,83,"Drama, Romance",2019,FINISHED,11.0,2.0,"Kaya Azuma, Agnieszka Zychma"
109206,Watashi no Oshi wa Akuyaku Reijou.,I’m in Love with the Villainess,83,"Comedy, Fantasy, Romance",2019,FINISHED,30.0,5.0,"Inori., Hanagata, Jenn Yamazaki, Yumechika, Kazari, Kevin Ishizaka, Sumeragi Ui, Yongxin Lai"
86406,"Kumo desu ga, Nani ka?","So I'm a Spider, So What?",83,"Adventure, Comedy, Fantasy",2015,FINISHED,384.0,16.0,"Okina Baba, Tsukasa Kiryuu, Jenny McKeon"
65513,Hyouka,,83,"Mystery, Slice of Life",2001,FINISHED,9.0,1.0,"Honobu Yonezawa, Như Ý"
36812,Kyou kara Ore wa!!,,83,Comedy,1988,FINISHED,366.0,38.0,"Hiroyuki Nishimori, Nao Kurebayashi, Keiichi Suzuki, Santa Harukaze, Satoshi Kimura, Yuuichirou Maeya"
30974,BASARA,Basara,83,"Action, Adventure, Drama, Fantasy, Romance",1990,FINISHED,107.0,27.0,"Yumi Tamura, Misato Raillard, Eric Montesinos, Les Travaux d'Hercule, Nika Hashiguchi, Richard Schicke, Suyun Tu"
173062,Houkago Kitaku Biyori,,82,"Comedy, Romance, Slice of Life",2023,RELEASING,,,Mai Matsuda
168509,Hae Tteuneun Jip,Our Sunny Days,82,"Romance, Slice of Life",2023,RELEASING,,,Seok-Chan Jeong
146749,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,82,"Drama, Fantasy, Mystery, Supernatural",2018,FINISHED,,1.0,"Ryukishi07, Tomohi"
128067,SSS-geup Jugeoya Saneun Hunter,SSS-Class Revival Hunter,82,"Action, Adventure, Drama, Fantasy, Supernatural",2020,RELEASING,,,"Neida, No-A Sin, Bill K"
101311,Bakemonogatari,Bakemonogatari,82,"Action, Comedy, Drama, Mystery, Romance, Supernatural",2018,FINISHED,193.0,22.0,"Hiromu Arakawa, Hiro Mashima, Ken Akamatsu, Ito Oogure, Ito Oogure, Aki Shimizu, Yuu Aida, Ema Tooyama, Yuki Urushibara, Nao Akinari, Hajime Ueda, Kouji Seo, Kumichi Yoshizuki, Akimine Kamijo, Mitsuru Hattori, Kazuki Funatsu, Etsushi Ogawa, Hiroyuki, Kazuma Kondou, Jinsei Kataoka, Nakaba Suzuki, Keiichi Arawi, Miki Yoshikawa, Yasuyuki Nekoi, Akira Hiramoto"
87350,"Ohayou, Ibarahime","Wake up, Sleeping Beauty",82,"Drama, Romance, Supernatural",2014,FINISHED,26.0,6.0,"Megumi Morino, Miyako Slocombe, Carlos Mingo, Irene Telleria, Isabelle Bovey, Lingling Weng"
87284,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,WorldEnd: What Do You Do at the End of the World? Are You Busy? Will You Save Us?,82,"Drama, Fantasy, Romance, Slice of Life, Supernatural",2014,FINISHED,25.0,5.0,"Akira Kareno, ue, Jasmine Bernhardt"
86717,Wotaku ni Koi wa Muzukashii,Wotakoi: Love is Hard for Otaku,82,"Comedy, Romance, Slice of Life",2014,FINISHED,115.0,11.0,"Fujita, Aline Kukor, Eric Montesinos, Karen Hayashida, Paul Starr, Olinda Cordukes, Jessica Sheaves, Jennifer O'Donnell, Sawa Savage, AndWorld Design, Gabriela Kato, Joachim Roussel, Lauren Scalan, Vanessa Tenazas"
30030,Ouran Koukou Host Club,Ouran High School Host Club,82,"Comedy, Drama, Romance, Slice of Life",2002,FINISHED,97.0,18.0,"Bisco Hatori, Marc Bernabé, Paweł Dybała, Ayako Koike, Xiangping Zhuang"
148305,Akuyaku Reijou no Naka no Hito: Danzai Sareta Tenseisha no Tame Usotsuki Heroine ni Fukushuu Itashimasu,,82,"Drama, Fantasy",2021,FINISHED,36.0,6.0,"Nazuna Shiraume, Mai Murasaki, Makiburo, Jinghui You"
138603,Hikaru ga Shinda Natsu,The Summer Hikaru Died,82,"Horror, Mystery, Psychological, Supernatural, Thriller",2021,RELEASING,,,"Okada Sayaka, Ajani Oloye, Abigail Blackman, Mokmok Len, Anna Křivánková, Manon Debienne, Patryk Skorupa"
98741,Majo no Tabitabi,Wandering Witch: The Journey of Elaina,82,"Adventure, Fantasy, Slice of Life",2016,RELEASING,,,"Jougi Shiraishi, Azuru, Nicole Wilder, Ratchanat Chaipiyaporn, Yinting Li"
86399,Tensei Shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,82,"Action, Adventure, Comedy, Fantasy",2015,RELEASING,,,"Taiki Kawakami, Naoto Fukuda, Fuse, Mitz Vah, Gaëlle Ruel, Erica Moriya, Yamashita"
59211,Gekkan Shoujo Nozaki-kun,Monthly Girls' Nozaki-kun,82,"Comedy, Romance",2011,RELEASING,,,"Izumi Tsubaki, Lys Blakeslee, Leighann Harvey, Olinda Cordukes, Amelia Lipko"
56704,Shouwa Genroku Rakugo Shinjuu,Descending Stories: Showa Genroku Rakugo Shinju,82,Drama,2010,FINISHED,32.0,10.0,"Haruko Kumota, Cyril Coppini, Stéphane Duval"
46144,Umineko no Naku Koro ni Episode 4: Alliance of the Golden Witch,Umineko When They Cry Episode 4: Alliance of the Golden Witch,82,"Drama, Horror, Mystery, Psychological",2009,FINISHED,29.0,6.0,"Ryukishi07, Souichirou, Stephen Paul, Abigail Blackman"
33575,Saikyou Densetsu Kurosawa,"The Legend of the Strongest, Kurosawa!",82,"Action, Comedy, Drama, Psychological",2003,FINISHED,90.0,11.0,"Nobuyuki Fukumoto, Matt Hodge"
138705,Suyo Webtoon-ui Na Kang-Rim,,82,"Comedy, Fantasy, Romance",2021,FINISHED,172.0,,"Kyung-Min Lee, Jun-Hyeok Song"
130429,Ibeon Saengeun Gajuga Doegetseumnida,I Shall Master this Family!,82,"Drama, Fantasy, Romance",2021,RELEASING,,,"Mon, Roah Kim, Annabell Führes, Douglas De Almeida"
106130,Blue Lock,Blue Lock,82,"Action, Drama, Sports",2018,RELEASING,,,"Tatsuya Endou, Muneyuki Kaneshiro, Yuusuke Nomura, Chris Burgener, Lilian Lebrun, Nate Derr, Agnieszka Zychma, Yoda, Markus Lange, Soutarou Nishii"
86770,Totsukuni no Shoujo,"The Girl From the Other Side: Siúil, a Rún",82,"Drama, Fantasy, Mystery",2015,FINISHED,53.0,11.0,"Nagabe, Kyouhei Shinpuku, Adrienne Beck, Fédoua Lamodière, Lys Blakeslee, Christine Minutoli, Renata Garcia, André Pinto Teixeira, Yasuko Tojo, Rei, Luiz Bodanese, Miryll Ihrens"
67707,Shigatsu wa Kimi no Uso,Your Lie in April,82,"Drama, Music, Romance, Slice of Life",2011,FINISHED,44.0,11.0,"Naoshi Arakawa, Scott Brown, Alethea Nibley, Athena Nibley, Erika Abreu, Salomón Doncel-Moriano Urbano, Anna Křivánková, Anna Koike, Paige Pumphrey"
42854,Toaru Majutsu no Index,A Certain Magical Index,82,"Action, Comedy, Fantasy, Romance, Sci-Fi",2004,FINISHED,132.0,22.0,"Kazuma Kamachi, Kiyotaka Haimura, Kazuma Miki, Alice Prowse, Phumjai Piyatatsri, Visuth Pichatvanit, Kamolwan Sanguansirikul, Santabut Piyarat"
40443,Bakuon Rettou,,82,"Action, Drama, Psychological",2002,FINISHED,105.0,18.0,"Tsutomu Takahashi, Pascale Simon, Eric Montesinos"
35249,NHK ni Youkoso!,Welcome to the N.H.K.,82,"Comedy, Drama, Psychological, Slice of Life",2002,FINISHED,12.0,1.0,"Yoshitoshi ABe, Tatsuhiko Takimoto, Thanh Nhân"
33378,Kimi ni Todoke,Kimi ni Todoke: From Me to You,82,"Comedy, Drama, Romance, Slice of Life",2006,FINISHED,127.0,30.0,"Karuho Shiina, Tomo Kimura, Karen Hayashida, Koichiro Kensho Nishimura, Ari Yasuda, Verónica Calafell, Joel Dias, Mariko Ikeda, Ruyuha Kyouka"
31061,Meitantei Conan,Case Closed,82,"Adventure, Comedy, Mystery, Romance",1994,RELEASING,,,"Gosho Aoyama, Marc Bernabé, Jens Erik Røsåsen, Thibaud Desbief, Misato Raillard, Joe Yamazaki, Tetsuichiro Miyaki, Freeman Wong, Marta Gallego, Naoko Amemiya, Walden Wong, Eiichi Yamagishi, Katsumasa Ogura, Simon Hammar, Jesús Pece, Naota Machida"
30869,Konjiki no Gash!!,Zatch Bell!,82,"Action, Adventure, Comedy, Fantasy",2001,FINISHED,324.0,33.0,"Yellow Tanabe, Makoto Raiku, Haro Aso, Youhei Sakai, Takayoshi Kuroda, Ashibi Fukui"
169272,Mayonaka Heart Tune,Tune In to the Midnight Heart,82,"Comedy, Romance",2023,RELEASING,,,"Masakuni Igarashi, Yee Sue Yi, Anh Kiet Ngo, Nixuan Li"
131640,Cloud,Lost in the Cloud,82,"Drama, Psychological, Slice of Life",2020,FINISHED,131.0,,Pas Kim
