manga_id,title_romaji,title_english,title_native,format,popularity,average_score,start_date,end_date,status,chapters,volumes
30149,BLAME!,BLAME!,BLAME!,MANGA,57340,81,1997-01-25,2003-07-25,FINISHED,66.0,10.0
30158,Ghost Hunt,Not Recorded,ゴーストハント,MANGA,3678,77,1998-07-07,2010-09-30,FINISHED,57.0,12.0
30160,School Rumble,School Rumble,スクールランブル,MANGA,5941,77,2002-10-23,2008-07-23,FINISHED,345.0,22.0
30214,Kidou Senshi Gundam: The Origin,Mobile Suit Gundam: The Origin,機動戦士ガンダム The Origin,MANGA,6981,83,2001-06-25,2014-06-26,FINISHED,112.0,24.0
30267,HELLSING,HELLSING,HELLSING,MANGA,24675,79,1997-05-02,2008-09-30,FINISHED,92.0,10.0
30320,Gakuen Alice,Gakuen Alice,学園アリス,MANGA,8747,80,2002-09-05,2013-06-20,FINISHED,180.0,31.0
30336,GTO,GTO: Great Teacher Onizuka,GTO,MANGA,51739,86,1997-05-16,2002-04-17,FINISHED,208.0,25.0
30339,Sakigake!! Cromartie Koukou,Cromartie High School,魁!! クロマティ高校,MANGA,4304,77,2000-07-19,2006-05-17,FINISHED,335.0,17.0
30348,Genshiken,Genshiken,げんしけん,MANGA,12113,80,2002-04-25,2006-05-25,FINISHED,55.0,9.0
30375,Initial D,Initial D,頭文字D,MANGA,11994,81,1995-06-26,2013-07-29,FINISHED,725.0,48.0
30399,Kino no Tabi: the Beautiful World,Kino's Journey: The Beautiful World,キノの旅-the Beautiful World-,NOVEL,6192,83,2000-03-01,,RELEASING,0.0,0.0
30401,Kiseijuu,Parasyte,寄生獣,MANGA,30003,82,1989-11-22,1995-12-23,FINISHED,64.0,10.0
30418,Mushishi,Mushishi,蟲師,MANGA,26528,85,1999-11-01,2008-08-25,FINISHED,50.0,10.0
30419,Nodame Cantabile,Nodame Cantabile,のだめカンタービレ,MANGA,6835,81,2001-07-10,2010-09-10,FINISHED,152.0,25.0
30436,Uzumaki,Uzumaki: Spiral into Horror,うずまき,MANGA,81448,79,1998-01-19,1999-08-30,FINISHED,20.0,3.0
30442,Tekkon Kinkreet,Tekkonkinkreet: Black & White,鉄コン筋クリート,MANGA,6718,78,1993-01-01,1994-01-01,FINISHED,33.0,3.0
30443,MARS,Mars,MARS,MANGA,11543,82,1996-05-13,2000-12-13,FINISHED,41.0,15.0
30445,Shonan Junai Gumi!,GTO: The Early Years - Shonan Junai Gumi,湘南純愛組！,MANGA,8862,80,1990-09-26,1996-09-18,FINISHED,267.0,31.0
30463,NHK ni Youkoso!,Welcome to the N.H.K.,NHKにようこそ!,MANGA,17155,78,2004-06-24,2007-06-06,FINISHED,40.0,8.0
30481,Planetes,Planetes,プラネテス,MANGA,23474,80,1999-01-14,2004-01-08,FINISHED,28.0,4.0
30564,GANTZ,Gantz,GANTZ,MANGA,63342,77,2000-07-13,2013-06-20,FINISHED,383.0,37.0
30583,CLAYMORE,Claymore,CLAYMORE,MANGA,59304,81,2001-05-06,2014-10-04,FINISHED,159.0,27.0
30585,Hourou Musuko,Wandering Son,放浪息子,MANGA,11147,79,2002-12-12,2013-07-12,FINISHED,123.0,15.0
30610,Skip Beat!,Skip Beat!,スキップ・ビート！,MANGA,15053,82,2002-02-15,,RELEASING,0.0,0.0
30642,Vinland Saga,Vinland Saga,ヴィンランド・サガ,MANGA,125169,90,2005-04-27,2025-07-25,FINISHED,220.0,29.0
30649,GUNSLINGER GIRL,GUNSLINGER GIRL,GUNSLINGER GIRL,MANGA,7995,79,2002-05-21,2012-09-27,FINISHED,100.0,15.0
30651,Kaze no Tani no Nausicaä,Nausicaä of the Valley of the Wind,風の谷のナウシカ,MANGA,19300,85,1982-02-01,1994-03-01,FINISHED,59.0,7.0
30655,Boku no Chikyuu wo Mamotte,Please Save My Earth,ぼくの地球を守って,MANGA,5736,78,1986-12-20,1994-05-20,FINISHED,138.0,21.0
30656,Vagabond,Vagabond,バガボンド,MANGA,144364,92,1998-09-03,,RELEASING,0.0,0.0
30657,Real,Real,リアル,MANGA,44576,89,1999-11-11,,RELEASING,0.0,0.0
30658,Mugen no Juunin,Blade of the Immortal,無限の住人,MANGA,29328,83,1993-06-25,2012-12-25,FINISHED,219.0,30.0
30660,Versailles no Bara,The Rose of Versailles,ベルサイユのばら,MANGA,9782,83,1972-05-21,1973-12-23,FINISHED,85.0,10.0
30661,Sayonara Zetsubou Sensei,"Sayonara, Zetsubou-Sensei",さよなら絶望先生,MANGA,11413,81,2005-04-27,2012-06-13,FINISHED,301.0,30.0
30664,AKIRA,Akira,AKIRA,MANGA,43234,84,1982-12-20,1990-06-25,FINISHED,120.0,6.0
30670,Bokurano,Bokurano: Ours,ぼくらの,MANGA,11558,77,2003-11-25,2009-06-25,FINISHED,66.0,11.0
30674,Majin Tantei Nougami Neuro,Not Recorded,魔人探偵脳噛ネウロ,MANGA,4994,77,2005-02-21,2009-04-20,FINISHED,203.0,23.0
30676,Inuyasha,InuYasha,犬夜叉,MANGA,15849,77,1996-11-13,2008-06-15,FINISHED,558.0,56.0
30688,Maison Ikkoku,Maison Ikkoku,めぞん一刻,MANGA,7473,80,1980-11-01,1987-04-01,FINISHED,162.0,15.0
30698,Shin Seiki Evangelion,Neon Genesis Evangelion,新世紀エヴァンゲリオン,MANGA,34860,84,1994-12-26,2013-06-04,FINISHED,97.0,14.0
30704,Trigun Maximum,Trigun Maximum,トライガン・マキシマム,MANGA,10624,82,1997-10-31,2007-03-30,FINISHED,104.0,14.0
30705,Shingetsutan Tsukihime,Lunar Legend Tsukihime,真月譚 月姫,MANGA,13664,79,2003-10-01,2010-07-27,FINISHED,75.0,10.0
30729,Emma,Emma,エマ,MANGA,10277,80,2001-12-12,2008-02-12,FINISHED,72.0,10.0
30731,EDEN: It's an Endless World!,Eden: It's an Endless World!,EDEN 〜It's an Endless World!〜,MANGA,21516,80,1997-09-25,2008-06-25,FINISHED,131.0,18.0
30735,BLACK LAGOON,Black Lagoon,ブラック・ラグーン,MANGA,18521,81,2002-04-19,,RELEASING,0.0,0.0
30736,Shin Angyo Onshi,Blade of the Phantom Master,新暗行御史,MANGA,8620,77,2001-03-19,2007-08-18,FINISHED,75.0,17.0
30743,21 Seiki Shounen,21st Century Boys,21世紀少年,MANGA,33865,82,2006-12-25,2007-07-14,FINISHED,16.0,2.0
30745,PLUTO,Pluto,PLUTO,MANGA,48557,85,2003-09-09,2009-04-01,FINISHED,65.0,8.0
30756,BANANA FISH,Banana Fish,BANANA FISH,MANGA,27994,84,1985-05-01,1994-04-01,FINISHED,110.0,19.0
30768,GUNNM,Battle Angel Alita,銃夢,MANGA,28386,81,1990-12-15,1995-04-01,FINISHED,54.0,9.0
30770,GUNNM: Last Order,Battle Angel Alita: Last Order,銃夢 Last Order,MANGA,7535,79,2001-07-19,2014-01-28,FINISHED,124.0,19.0
30792,City Hunter,City Hunter,シティーハンター,MANGA,6709,78,1985-02-26,1991-11-19,FINISHED,336.0,35.0
30838,Angel Densetsu,Not Recorded,エンジェル伝説,MANGA,15999,80,1993-02-01,2000-03-01,FINISHED,89.0,15.0
30868,Karakuri Circus,Not Recorded,からくりサーカス,MANGA,5461,82,1997-07-09,2006-05-31,FINISHED,425.0,43.0
30869,Konjiki no Gash!!,Zatch Bell!,金色のガッシュ!!,MANGA,12850,82,2001-05-18,2007-12-27,FINISHED,324.0,33.0
30872,JoJo no Kimyou na Bouken: Stardust Crusaders,JoJo's Bizarre Adventure Part 3: Stardust Crusaders,ジョジョの奇妙な冒険スターダストクルセイダース,MANGA,32698,78,1989-03-20,1992-04-07,FINISHED,152.0,16.0
30895,Full Metal Panic! Sigma,Full Metal Panic! Sigma,フルメタル・パニック! Σ,MANGA,2411,79,2005-04-09,2013-09-20,FINISHED,90.0,19.0
30904,Kozure Ookami,Lone Wolf and Cub,子連れ狼,MANGA,16948,85,1970-09-10,1976-04-01,FINISHED,142.0,28.0
30908,Soul Eater,Soul Eater,ソウルイーター,MANGA,61422,80,2003-06-24,2013-08-12,FINISHED,117.0,25.0
30915,Rookies,Not Recorded,ルーキーズ,MANGA,10445,82,1998-06-04,2003-11-04,FINISHED,233.0,24.0
30923,Kanata Kara,From Far Away,彼方から,MANGA,4119,79,1991-09-24,2003-01-24,FINISHED,61.0,14.0
30928,Pocket Monsters SPECIAL,Pokémon Adventures,ポケットモンスターSPECIAL,MANGA,15323,79,1997-04-01,,RELEASING,0.0,0.0
30936,Homunculus,Homunculus,ホムンクルス,MANGA,63643,83,2003-03-17,2011-02-21,FINISHED,166.0,15.0
30974,BASARA,Basara,BASARA,MANGA,9869,83,1990-09-01,1998-06-01,FINISHED,107.0,27.0
31009,Hachimitsu to Clover,Honey and Clover,ハチミツとクローバー,MANGA,8388,79,2000-04-24,2006-07-28,FINISHED,75.0,10.0
31013,Touch,Not Recorded,タッチ,MANGA,5710,81,1981-08-19,1986-11-26,FINISHED,257.0,26.0
31014,H2,Not Recorded,エイチツー,MANGA,4497,81,1992-07-29,1999-11-24,FINISHED,338.0,34.0
31032,Doraemon,Not Recorded,ドラえもん,MANGA,4108,80,1969-12-01,1996-04-26,FINISHED,821.0,45.0
31047,Saint Seiya: THE LOST CANVAS - Meiou Shinwa,Not Recorded,聖闘士星矢 THE LOST CANVAS 冥王神話,MANGA,3933,79,2006-09-21,2011-04-07,FINISHED,224.0,25.0
31061,Meitantei Conan,Case Closed,名探偵コナン,MANGA,16612,82,1994-02-02,,RELEASING,0.0,0.0
31067,Cesare: Hakai no Souzousha,Not Recorded,チェーザレ 破壊の創造者,MANGA,3123,77,2005-03-24,2021-11-25,FINISHED,106.0,13.0
31075,7SEEDS,Not Recorded,７ＳＥＥＤＳ,MANGA,10035,81,2001-10-13,2017-05-27,FINISHED,178.0,35.0
31092,Gokusen,Not Recorded,ごくせん,MANGA,5108,77,1999-12-15,2007-02-15,FINISHED,156.0,15.0
31101,Akumetsu,Not Recorded,アクメツ,MANGA,20813,78,2002-10-01,2006-04-06,FINISHED,162.0,18.0
31111,Buddha,Buddha,ブッダ,MANGA,5913,82,1972-09-01,1983-11-01,FINISHED,69.0,14.0
31131,Freesia,Not Recorded,フリージア,MANGA,15951,77,2001-09-29,2009-08-25,FINISHED,84.0,12.0
31133,Dorohedoro,Dorohedoro,ドロヘドロ,MANGA,80514,86,2000-12-30,2018-09-12,FINISHED,191.0,23.0
31149,Hokuto no Ken,Fist of the North Star,北斗の拳,MANGA,17389,79,1983-09-13,1988-08-08,FINISHED,245.0,27.0
31183,Cross Game,Cross Game,クロスゲーム,MANGA,7191,83,2005-09-02,2010-02-17,FINISHED,170.0,17.0
31211,Ore to Akuma no Blues,Me and the Devil Blues: The Unreal Life of Robert Johnson,俺と悪魔のブルーズ,MANGA,10171,79,2003-11-23,,RELEASING,0.0,0.0
31216,Gokinjo Monogatari,Neighborhood Story,ご近所物語,MANGA,5966,79,1995-02-01,1997-10-01,FINISHED,34.0,7.0
31218,Akagi: Yami ni Oritatta Tensai,Not Recorded,アカギ ～闇に降り立った天才～,MANGA,6224,83,1992-03-01,2018-02-01,FINISHED,306.0,36.0
31224,3-gatsu no Lion,March Comes in Like a Lion,3月のライオン,MANGA,31558,88,2007-07-13,,RELEASING,0.0,0.0
31260,Higurashi no Naku Koro ni: Tatarigoroshi-hen,Higurashi WHEN THEY CRY: Curse Killing Arc,ひぐらしのなく頃に 祟殺し編,MANGA,4498,77,2005-05-18,2006-05-18,FINISHED,13.0,2.0
31262,Higurashi no Naku Koro ni Kai: Meakashi-hen,Higurashi WHEN THEY CRY: Eye Opening Arc,ひぐらしのなく頃に解 目明し編,MANGA,4341,80,2006-06-26,2008-02-26,FINISHED,21.0,4.0
31263,Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen,Higurashi WHEN THEY CRY: Atonement Arc,ひぐらしのなく頃に解 罪滅し編,MANGA,3835,80,2006-06-22,2008-04-22,FINISHED,16.0,4.0
31297,Iryuu: Team Medical Dragon,Not Recorded,医龍-Team Medical Dragon-,MANGA,3979,80,2002-11-01,2011-01-28,FINISHED,210.0,25.0
31303,Ashita no Joe,Ashita no Joe: Fighting for Tomorrow,あしたのジョー,MANGA,26697,88,1968-01-01,1973-05-13,FINISHED,171.0,20.0
31315,Boogiepop wa Warawanai,Boogiepop and Others,ブギーポップは笑わない,NOVEL,4757,80,1998-02-10,1998-02-10,FINISHED,8.0,1.0
31320,Huo Feng Liao Yuan,The Ravages of Time,火鳳燎原,MANGA,8005,81,2001-06-15,,RELEASING,0.0,0.0
31325,Hi no Tori,Phoenix,火の鳥,MANGA,9036,83,1966-12-09,1988-01-30,CANCELLED,134.0,16.0
31342,Baccano!,Baccano!,バッカーノ！,NOVEL,5493,83,2003-02-01,,RELEASING,0.0,0.0
31362,Hidamari Sketch,Sunshine Sketch,ひだまりスケッチ,MANGA,2767,79,2004-02-28,,RELEASING,0.0,0.0
31365,Kaze to Ki no Uta,Not Recorded,風と木の詩,MANGA,4988,77,1976-02-29,1984-06-01,FINISHED,139.0,17.0
31408,The World Is Mine,Not Recorded,ザ・ワールド・イズ・マイン,MANGA,11955,79,1997-01-23,2001-03-15,FINISHED,163.0,14.0
31414,SKET DANCE,Not Recorded,SKET DANCE,MANGA,9510,82,2007-07-14,2013-07-08,FINISHED,288.0,32.0
31461,Sanctuary,Sanctuary,サンクチュアリ,MANGA,12547,80,1990-01-01,1995-01-01,FINISHED,108.0,12.0
31469,Glass no Kamen,Not Recorded,ガラスの仮面,MANGA,4330,81,1975-12-05,,RELEASING,0.0,0.0
31474,Devilman,Devilman,デビルマン,MANGA,23791,80,1972-06-11,1973-06-24,FINISHED,53.0,5.0
31506,Sunadokei,Sand Chronicles,砂時計,MANGA,4914,78,2003-08-23,2006-08-25,FINISHED,22.0,10.0
31600,Black Jack,Black Jack,ブラック・ジャック,MANGA,8691,81,1973-11-19,1983-10-14,FINISHED,243.0,25.0
31630,JoJo no Kimyou na Bouken: Sentou Chouryuu,JoJo's Bizarre Adventure Part 2: Battle Tendency,ジョジョの奇妙な冒険 戦闘潮流,MANGA,34463,78,1987-10-20,1989-03-14,FINISHED,69.0,7.0
31649,LIAR GAME,Not Recorded,LIAR GAME,MANGA,30185,79,2005-02-17,2015-01-22,FINISHED,201.0,19.0
31668,Black Jack ni Yoroshiku,Give My Regards to Black Jack,ブラックジャックによろしく,MANGA,3354,80,2002-06-21,2006-01-23,FINISHED,127.0,13.0
31695,Adolf ni Tsugu,Message to Adolf,アドルフに告ぐ,MANGA,10301,80,1983-01-06,1985-05-30,FINISHED,36.0,5.0
31706,JoJo no Kimyou na Bouken: Steel Ball Run,JoJo's Bizarre Adventure: Part 7–Steel Ball Run,ジョジョの奇妙な冒険 スティール・ボール・ラン,MANGA,93405,92,2004-01-19,2011-04-19,FINISHED,95.0,24.0
31741,Worst,Worst,ワースト,MANGA,4694,79,2001-09-06,2013-07-06,FINISHED,131.0,33.0
31766,Marie no Kanaderu Ongaku,The Music of Marie,Marieの奏でる音楽,MANGA,6429,78,1999-12-10,2001-09-12,FINISHED,17.0,2.0
31802,Cat Street,Not Recorded,キャットストリート,MANGA,6294,77,2004-08-13,2007-10-13,FINISHED,37.0,8.0
31859,Natsume Yuujinchou,Natsume's Book of Friends,夏目友人帳,MANGA,12487,85,2003-06-10,,RELEASING,0.0,0.0
32895,Piano no Mori,Forest of Piano,ピアノの森,MANGA,5788,82,1998-08-05,2015-11-05,FINISHED,242.0,26.0
32921,Kaichou wa Maid-sama!,Maid-sama!,会長はメイド様！,MANGA,34343,81,2005-12-24,2013-09-24,FINISHED,99.0,18.0
32924,Historie,Historie,ヒストリエ,MANGA,9560,81,2003-01-25,,RELEASING,0.0,0.0
33006,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo's Bizarre Adventure Part 4: Diamond is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,MANGA,33499,84,1992-04-14,1995-11-21,FINISHED,174.0,18.0
33008,JoJo no Kimyou na Bouken: Ougon no Kaze,JoJo's Bizarre Adventure Part 5: Golden Wind,ジョジョの奇妙な冒険 黄金の風,MANGA,36668,80,1995-11-28,1999-03-23,FINISHED,155.0,17.0
33009,JoJo no Kimyou na Bouken: Stone Ocean,JoJo's Bizarre Adventure Part 6: Stone Ocean,ジョジョの奇妙な冒険 ストーンオーシャン,MANGA,68539,82,1999-12-07,2003-02-26,FINISHED,158.0,17.0
33031,Pandora Hearts,Pandora Hearts,パンドラハーツ,MANGA,51492,84,2006-05-18,2015-03-18,FINISHED,107.0,24.0
33042,Soredemo Machi wa Mawatteiru,SoreMachi: And Yet the Town Moves,それでも町は廻っている,MANGA,5372,81,2005-05-30,2016-10-28,FINISHED,138.0,16.0
33064,Kiichi!!,Not Recorded,キーチ!!,MANGA,7613,80,2001-07-27,2006-03-01,FINISHED,87.0,9.0
33082,Nichijou,Nichijou,日常,MANGA,15594,83,2006-06-26,,RELEASING,0.0,0.0
33083,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,涼宮ハルヒの憂鬱,NOVEL,9612,83,2003-06-06,2003-06-06,FINISHED,9.0,1.0
33097,Futatsu no Spica,Twin Spica,ふたつのスピカ,MANGA,2909,78,2001-09-05,2009-08-05,FINISHED,116.0,16.0
33102,GIRL FRIENDS,GIRL FRIENDS,GIRL FRIENDS-ガールフレンズ,MANGA,12548,77,2006-10-21,2010-08-21,FINISHED,44.0,5.0
33258,Haruka na Machi e,A Distant Neighborhood,遥かな町へ,MANGA,9162,78,1998-04-10,1999-11-25,FINISHED,16.0,2.0
33281,Hadashi no Gen,Barefoot Gen,はだしのゲン,MANGA,4702,78,1973-05-22,1987-02-01,FINISHED,54.0,10.0
33285,Holyland,Not Recorded,ホーリーランド,MANGA,29382,82,2000-10-13,2008-05-23,FINISHED,182.0,18.0
33299,Ookami to Koushinryou,Spice & Wolf,狼と香辛料,MANGA,12766,83,2007-09-27,2017-12-27,FINISHED,108.0,16.0
33378,Kimi ni Todoke,Kimi ni Todoke: From Me to You,君に届け,MANGA,34294,82,2006-05-25,2017-11-13,FINISHED,127.0,30.0
33403,Rosario to Vampire: Season II,Rosario+Vampire: Season II,ロザリオとバンパイア SeasonⅡ,MANGA,13757,78,2007-11-04,2014-04-19,FINISHED,67.0,14.0
33571,Ten: Tenhou-doori no Kaidanji,Not Recorded,天 天和通りの快男児,MANGA,3340,83,1989-08-21,2002-04-27,FINISHED,164.0,18.0
33572,Tobaku Mokushiroku Kaiji,Gambling Apocalypse Kaiji,賭博黙示録カイジ,MANGA,9729,83,1996-02-19,1999-10-01,FINISHED,158.0,13.0
33573,Tobaku Hakairoku Kaiji,Not Recorded,賭博破戒録カイジ,MANGA,5099,83,2000-11-01,2004-04-01,FINISHED,134.0,13.0
33574,Tobaku Datenroku Kaiji,Not Recorded,賭博堕天録カイジ,MANGA,5855,80,2004-11-01,2008-04-01,FINISHED,131.0,13.0
33575,Saikyou Densetsu Kurosawa,"The Legend of the Strongest, Kurosawa!",最強伝説黒沢,MANGA,11211,82,2003-01-01,2006-09-01,FINISHED,90.0,11.0
33649,Fate/Zero,Not Recorded,Fate/Zero,NOVEL,7135,83,2006-12-29,2007-12-29,FINISHED,18.0,4.0
33713,Bartender,Bartender,バーテンダ,MANGA,5922,78,2004-12-03,2009-11-04,FINISHED,166.0,21.0
33731,Solanin,Solanin,ソラニン,MANGA,49067,80,2005-12-05,2006-05-02,FINISHED,30.0,2.0
33866,Kuroshitsuji,Black Butler,黒執事,MANGA,35810,81,2006-09-16,,RELEASING,0.0,0.0
33868,Shigurui,Not Recorded,シグルイ,MANGA,11819,77,2003-06-19,2010-07-17,FINISHED,84.0,15.0
34018,Himitsu: Top Secret,Not Recorded,秘密 －トップ・シークレット－,MANGA,2827,77,1999-02-16,2012-06-28,FINISHED,22.0,12.0
34258,Hikari to Tomo ni...,With the Light: Raising an Autistic Child,光とともに...,MANGA,2758,78,2000-09-28,2009-04-03,FINISHED,93.0,15.0
34305,Poe no Ichizoku,The Poe Clan,ポーの一族,MANGA,2699,77,1972-03-01,1976-06-01,FINISHED,26.0,5.0
34368,Toradora!,Toradora!,とらドラ！,MANGA,9824,77,2007-07-10,,RELEASING,0.0,0.0
34423,Oooku,Ōoku: The Inner Chambers,大奥,MANGA,6001,81,2004-06-28,2020-12-28,FINISHED,79.0,19.0
34453,Hitsugi Katsugi no Kuro. Kaichuu Tabi no Wa,Shoulder-a-Coffin Kuro,棺担ぎのクロ。～懐中旅話～,MANGA,3322,80,2004-12-09,2018-05-10,FINISHED,82.0,7.0
34571,Akagami no Shirayuki-hime,Snow White with the Red Hair,赤髪の白雪姫,MANGA,18913,79,2006-08-10,,RELEASING,0.0,0.0
34625,Kamigami no Itadaki,The Summit of the Gods,神々の山嶺,MANGA,9715,82,2000-12-15,2003-05-20,FINISHED,47.0,5.0
34632,Oyasumi Punpun,Goodnight Punpun,おやすみプンプン,MANGA,167898,88,2007-03-15,2013-11-02,FINISHED,147.0,13.0
34658,Hagane no Renkinjutsushi,Fullmetal Alchemist,鋼の錬金術師,NOVEL,2347,77,2003-02-01,2007-03-22,FINISHED,35.0,6.0
35157,New Grappler Baki: In Search of Our Strongest Hero,Baki: The Search of our Strongest Hero,バキ,MANGA,10217,77,1999-09-30,2005-11-24,FINISHED,276.0,31.0
35249,NHK ni Youkoso!,Welcome to the N.H.K.,ＮＨＫにようこそ！,NOVEL,5848,82,2002-01-28,2002-01-28,FINISHED,12.0,1.0
35255,Dengeki Daisy,Dengeki Daisy,電撃デイジー,MANGA,17251,77,2007-05-12,2013-12-24,FINISHED,80.0,16.0
35651,Crows,Not Recorded,クローズ,MANGA,9807,80,1990-01-01,1998-01-01,FINISHED,101.0,26.0
35655,Kaijuu no Kodomo,Children of the Sea,海獣の子供,MANGA,9349,79,2005-12-24,2011-09-24,FINISHED,43.0,5.0
35711,Megumi no Daigo,Firefighter! Daigo of Fire Company M,め組の大吾,MANGA,2080,78,1995-08-23,1999-06-02,FINISHED,182.0,20.0
35744,Ping Pong,Ping Pong,ピンポン,MANGA,11377,84,1996-04-15,1997-06-23,FINISHED,55.0,5.0
36164,My Girl,Not Recorded,マイガール,MANGA,10946,82,2006-06-02,2010-09-03,FINISHED,44.0,5.0
36812,Kyou kara Ore wa!!,Not Recorded,今日から俺は！！,MANGA,7264,83,1988-02-10,1997-11-15,FINISHED,366.0,38.0
37149,Toradora!,Toradora!,とらドラ!,NOVEL,7407,79,2006-03-10,2009-03-10,FINISHED,62.0,10.0
37375,Kokou no Hito,The Climber,孤高の人,MANGA,59700,87,2007-11-01,2011-11-10,FINISHED,170.0,17.0
37458,DEATH NOTE Another Note: Los Angeles BB Renzoku Satsujin Jiken,Death Note Another Note: The Los Angeles BB Murder Cases,DEATH NOTE アナザーノート ロサンゼルスBB連続殺人事件,NOVEL,7597,79,2006-08-01,2006-08-01,FINISHED,8.0,1.0
37482,RAINBOW: Nisha Rokubou no Shichinin,Not Recorded,RAINBOW 二舎六房の七人,MANGA,14266,84,2002-11-21,2010-01-04,FINISHED,235.0,22.0
37519,Kami nomi zo Shiru Sekai,Not Recorded,神のみぞ知るセカイ,MANGA,24152,82,2008-04-09,2014-04-23,FINISHED,271.0,26.0
37630,Toshokan Sensou: Love & War,Library Wars: Love & War,図書館戦争 LOVE＆WAR,MANGA,2619,77,2007-09-22,2015-02-10,FINISHED,90.0,15.0
37728,Rozen Maiden,Rozen Maiden,ローゼンメイデン,MANGA,2290,77,2008-04-17,2014-01-23,FINISHED,68.0,10.0
37749,Oresama Teacher,Oresama Teacher,俺様ティーチャー,MANGA,6961,77,2007-07-05,2020-02-05,FINISHED,170.0,29.0
37760,Hanma Baki,Not Recorded,範馬刃牙,MANGA,10340,81,2005-12-01,2012-08-16,FINISHED,314.0,37.0
37776,Toaru Kagaku no Railgun,A Certain Scientific Railgun,とある科学の超電磁砲,MANGA,9527,81,2007-02-25,,RELEASING,0.0,0.0
38070,Sengoku Youko,Sengoku Youko,戦国妖狐,MANGA,8623,81,2007-12-28,2016-05-20,FINISHED,100.0,17.0
38144,Sora no Otoshimono,Not Recorded,そらのおとしもの,MANGA,10057,77,2007-03-26,2014-02-26,FINISHED,97.0,20.0
38157,Kamisama Hajimemashita,Kamisama Kiss,神様はじめました,MANGA,21792,84,2008-02-20,2016-05-20,FINISHED,154.0,25.0
38300,Baby Steps,Baby Steps,ベイビーステップ,MANGA,7710,79,2007-10-17,2017-11-01,FINISHED,464.0,47.0
38557,Kimi to Boku.,Not Recorded,君と僕。,MANGA,2594,77,2003-01-18,2022-06-18,FINISHED,103.0,17.0
38571,Shin Getter Robo,Not Recorded,真ゲッターロボ,MANGA,1826,77,1996-01-01,1999-01-01,FINISHED,10.0,2.0
38586,The Breaker,THE BREAKER,브레이커,MANGA,37169,80,2007-06-01,2010-07-20,FINISHED,72.0,10.0
38652,Zankoku na Kami ga Shihai Suru,Not Recorded,残酷な神が支配する,MANGA,5596,81,1993-03-19,2001-08-20,FINISHED,86.0,17.0
38967,Onani Master Kurosawa,Not Recorded,オナニーマスター黒沢,MANGA,43877,82,2007-09-01,2008-03-01,FINISHED,31.0,4.0
39115,Ookami to Koushinryou,Spice & Wolf,狼と香辛料,NOVEL,17524,87,2006-02-10,,RELEASING,0.0,0.0
39152,Thomas no Shinzou,The Heart of Thomas,トーマの心臓,MANGA,3573,77,1974-05-01,1974-11-01,FINISHED,40.0,3.0
39546,capeta,Capeta,capeta,MANGA,3044,79,2003-02-06,2013-03-06,FINISHED,119.0,32.0
39548,Higurashi no Naku Koro ni Kai: Minagoroshi-hen,Higurashi WHEN THEY CRY: Massacre Arc,ひぐらしのなく頃に解 皆殺し編,MANGA,3687,81,2008-06-18,2010-06-18,FINISHED,25.0,6.0
39699,Doukyuusei,Classmates,同級生,MANGA,16400,81,2006-07-01,2007-07-01,FINISHED,6.0,1.0
39711,Bakuman.,Bakuman。,バクマン。,MANGA,41244,81,2008-08-08,2012-04-23,FINISHED,176.0,20.0
39726,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,Decapitation: Kubikiri Cycle,クビキリサイクル　青色サヴァンと戯言遣い,NOVEL,11852,84,2002-02-05,2002-02-05,FINISHED,9.0,1.0
39738,Higurashi no Naku Koro ni Kai: Matsuribayashi-hen,Higurashi WHEN THEY CRY: Festival Accompanying Arc,ひぐらしのなく頃に解 祭囃し編,MANGA,3314,79,2008-06-22,2011-04-22,FINISHED,35.0,8.0
39982,Usogui,Not Recorded,嘘喰い,MANGA,27764,86,2006-05-11,2017-12-21,FINISHED,539.0,49.0
40010,Beelzebub,Not Recorded,べるぜバブ,MANGA,22570,78,2009-02-01,2014-02-24,FINISHED,252.0,28.0
40179,Chichi no Koyomi,A Journal Of My Father,父の暦,MANGA,3492,79,1994-04-09,1994-09-24,FINISHED,12.0,1.0
40330,Oboreru Knife,Drowning Love,溺れるナイフ,MANGA,4169,78,2004-10-13,2013-12-13,FINISHED,64.0,17.0
40429,Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners/Recalled Out Summer,Not Recorded,空の境界 未来福音 the Garden of sinners／recalled out summer,NOVEL,1253,77,2008-08-15,2008-09-15,FINISHED,5.0,1.0
40443,Bakuon Rettou,Not Recorded,爆音列島,MANGA,9065,82,2002-10-25,2012-11-24,FINISHED,105.0,18.0
40447,Getter Robo Go,Not Recorded,ゲッターロボ號,MANGA,2155,79,1991-02-11,1992-01-27,FINISHED,28.0,7.0
40552,Hoshi no Samidare,Lucifer and the Biscuit Hammer,惑星のさみだれ,MANGA,19823,81,2005-06-30,2010-08-30,FINISHED,65.0,10.0
40884,Diamond no Ace,Ace of the Diamond,ダイヤのエース,MANGA,9799,82,2006-05-17,2015-01-14,FINISHED,418.0,47.0
