manga_id,genre
31474,Drama
31474,Fantasy
31474,Horror
31461,Action
31461,Drama
31461,Thriller
30348,Comedy
30348,Drama
30348,Romance
30348,Slice of Life
136943,Comedy
136943,Romance
132977,Drama
132977,Romance
132977,Slice of Life
107987,Drama
107987,Music
107987,Romance
105469,Action
105469,Supernatural
101177,Comedy
101177,Romance
101177,Slice of Life
98334,Drama
98334,Romance
97894,Comedy
97894,Ecchi
97894,Romance
97894,Slice of Life
31668,Drama
31668,Psychological
30731,Action
30731,Drama
30731,Psychological
30731,Sci-Fi
30688,Comedy
30688,Drama
30688,Romance
30688,Slice of Life
170399,Action
170399,Adventure
170399,Fantasy
163002,Comedy
163002,Romance
163002,Slice of Life
120385,Action
120385,Adventure
120385,Fantasy
110539,Romance
110539,Supernatural
109455,Comedy
109455,Slice of Life
109455,Supernatural
101072,Comedy
101072,Slice of Life
33008,Action
33008,Adventure
33008,Drama
33008,Mystery
33008,Supernatural
159142,Drama
159142,Romance
155713,Action
155713,Drama
155713,Mystery
155713,Supernatural
126268,Comedy
126268,Psychological
126268,Romance
126268,Slice of Life
115000,Action
115000,Drama
115000,Romance
115000,Supernatural
97337,Drama
97337,Romance
97337,Supernatural
47904,Comedy
47904,Drama
47904,Romance
47904,Slice of Life
30585,Drama
30585,Romance
30585,Slice of Life
183343,Fantasy
183343,Romance
183343,Supernatural
164581,Drama
164581,Slice of Life
137428,Drama
137428,Romance
137304,Action
137304,Fantasy
131128,Drama
131128,Fantasy
131128,Mystery
131128,Romance
130158,Mystery
130158,Romance
130158,Thriller
105641,Comedy
105641,Romance
100941,Comedy
100941,Mystery
100941,Romance
100941,Slice of Life
100676,Fantasy
100676,Mahou Shoujo
99516,Drama
99516,Romance
99516,Slice of Life
98397,Drama
98397,Horror
98397,Psychological
85296,Action
85296,Drama
85296,Supernatural
76258,Slice of Life
76258,Supernatural
40447,Action
40447,Drama
40447,Mecha
40447,Sci-Fi
34571,Drama
34571,Fantasy
34571,Romance
30895,Action
30895,Mecha
30895,Romance
30649,Action
30649,Drama
30649,Psychological
30649,Sci-Fi
30012,Action
30012,Adventure
30012,Supernatural
167886,Comedy
167886,Drama
167886,Romance
149756,Drama
149756,Romance
143704,Action
143704,Drama
143704,Mystery
143704,Romance
143704,Supernatural
123777,Drama
123777,Horror
123777,Psychological
123777,Romance
123777,Supernatural
102540,Comedy
102540,Drama
102540,Horror
102540,Mystery
102540,Psychological
102540,Supernatural
101328,Romance
98889,Slice of Life
96842,Action
96842,Adventure
96842,Fantasy
85898,Comedy
85898,Slice of Life
48074,Action
48074,Mecha
39546,Comedy
39546,Drama
39546,Sports
31741,Action
31741,Comedy
31741,Drama
30705,Action
30705,Horror
30705,Romance
30705,Supernatural
30267,Action
30267,Horror
30267,Supernatural
30092,Drama
30092,Fantasy
30092,Mahou Shoujo
30092,Romance
182066,Action
182066,Adventure
182066,Fantasy
180891,Action
180891,Adventure
180891,Fantasy
172729,Comedy
172729,Romance
159977,Drama
159977,Ecchi
159977,Psychological
159977,Romance
143724,Action
143724,Drama
143724,Mystery
143724,Psychological
143724,Supernatural
143703,Action
143703,Mystery
143703,Romance
143703,Supernatural
136320,Drama
136320,Romance
136320,Supernatural
136220,Action
136220,Fantasy
111489,Drama
111489,Romance
111044,Drama
111044,Psychological
111044,Romance
108952,Drama
108952,Horror
108952,Mystery
108952,Psychological
108952,Thriller
107207,Drama
107207,Romance
101607,Drama
101607,Mystery
101607,Slice of Life
101233,Comedy
101233,Slice of Life
100758,Horror
100758,Mystery
100758,Supernatural
86044,Comedy
86044,Slice of Life
76010,Drama
76010,Mystery
76010,Supernatural
68105,Romance
68105,Slice of Life
56736,Drama
56736,Romance
56736,Slice of Life
37149,Comedy
37149,Romance
143762,Comedy
143762,Drama
143762,Fantasy
143762,Mystery
143762,Supernatural
133795,Fantasy
133795,Mystery
133795,Psychological
133795,Romance
130116,Drama
130116,Romance
112524,Drama
112524,Music
112524,Slice of Life
108427,Action
108427,Drama
108427,Horror
108427,Supernatural
103822,Drama
103822,Romance
99549,Comedy
99549,Romance
99549,Slice of Life
98071,Action
98071,Horror
98071,Mystery
98071,Psychological
98071,Romance
98071,Supernatural
97700,Comedy
97700,Slice of Life
87020,Adventure
87020,Mystery
87020,Slice of Life
66933,Comedy
66933,Romance
60315,Comedy
60315,Romance
38300,Romance
38300,Sports
35655,Drama
35655,Mystery
35655,Supernatural
31362,Comedy
31362,Slice of Life
31009,Comedy
31009,Drama
31009,Romance
31009,Slice of Life
30027,Action
30027,Drama
30027,Fantasy
30027,Supernatural
30020,Comedy
30020,Drama
30020,Psychological
30020,Sports
30020,Supernatural
159925,Drama
159925,Romance
136092,Drama
136092,Fantasy
136092,Romance
132364,Drama
132364,Romance
132364,Slice of Life
123121,Action
123121,Drama
123121,Mystery
123121,Supernatural
107416,Romance
107416,Slice of Life
96518,Action
96518,Comedy
96518,Drama
96518,Psychological
96518,Romance
96518,Slice of Life
96518,Thriller
86182,Action
86182,Drama
86182,Fantasy
65573,Drama
65573,Psychological
65573,Romance
65573,Sci-Fi
65573,Supernatural
46659,Drama
46659,Psychological
46659,Thriller
40179,Slice of Life
39738,Drama
39738,Horror
39738,Mystery
39738,Psychological
37458,Mystery
37458,Supernatural
166352,Fantasy
154361,Drama
154361,Fantasy
154361,Music
143550,Romance
143516,Action
143516,Comedy
143516,Drama
143516,Romance
143516,Supernatural
130687,Comedy
130687,Romance
130687,Slice of Life
126559,Drama
126559,Psychological
126559,Sci-Fi
126559,Thriller
122337,Comedy
122337,Romance
122337,Slice of Life
100801,Comedy
100801,Romance
100801,Slice of Life
100473,Drama
100473,Romance
100473,Slice of Life
98360,Drama
98360,Psychological
98360,Romance
87259,Action
87259,Adventure
87259,Comedy
87259,Drama
87259,Fantasy
87259,Romance
85922,Drama
85922,Slice of Life
74523,Fantasy
45805,Horror
45805,Mystery
45805,Romance
45805,Supernatural
31216,Comedy
31216,Drama
31216,Romance
31216,Slice of Life
30923,Adventure
30923,Fantasy
30923,Romance
30436,Drama
30436,Horror
30436,Mystery
30436,Psychological
30436,Romance
30436,Supernatural
168984,Comedy
168984,Drama
168984,Slice of Life
168984,Supernatural
165673,Drama
165673,Romance
160651,Comedy
160651,Romance
159930,Action
159930,Adventure
159930,Drama
159930,Fantasy
154258,Action
154258,Comedy
154258,Fantasy
146314,Drama
146314,Romance
146139,Comedy
146139,Drama
146139,Romance
142894,Drama
142894,Fantasy
142894,Romance
115326,Romance
115326,Slice of Life
113868,Fantasy
113868,Slice of Life
112335,Drama
112335,Romance
112335,Supernatural
106531,Drama
106531,Romance
106531,Supernatural
104233,Comedy
104233,Drama
104233,Romance
104233,Supernatural
98376,Comedy
98376,Drama
98376,Romance
87296,Adventure
87296,Comedy
87296,Fantasy
87296,Mahou Shoujo
87296,Romance
87216,Action
87216,Adventure
87216,Drama
87216,Supernatural
86206,Comedy
86206,Slice of Life
85702,Adventure
85702,Comedy
85702,Fantasy
85702,Romance
85697,Comedy
85697,Slice of Life
85533,Comedy
85533,Romance
85533,Slice of Life
54308,Action
54308,Drama
54308,Mystery
54308,Sci-Fi
44531,Action
44531,Comedy
44531,Drama
44531,Ecchi
43897,Comedy
43897,Drama
43897,Sports
31408,Adventure
31408,Psychological
31211,Drama
31211,Horror
31211,Music
31211,Mystery
31211,Psychological
31149,Action
31149,Drama
31149,Sci-Fi
30928,Action
30928,Adventure
30928,Comedy
30928,Drama
30928,Fantasy
30770,Action
30770,Adventure
30770,Sci-Fi
30011,Action
30011,Adventure
30011,Supernatural
168002,Drama
168002,Psychological
168002,Romance
149332,Action
149332,Adventure
149332,Fantasy
146746,Drama
146746,Horror
146746,Mystery
146746,Psychological
138928,Comedy
138928,Romance
136833,Action
136833,Adventure
136833,Comedy
136833,Drama
136833,Fantasy
129152,Fantasy
129152,Romance
114920,Action
114920,Drama
114920,Fantasy
114920,Romance
112218,Action
112218,Adventure
112218,Comedy
112218,Drama
112218,Fantasy
112218,Romance
110095,Comedy
110095,Drama
110095,Romance
104203,Drama
104203,Romance
104203,Slice of Life
102259,Comedy
102259,Drama
102259,Romance
102259,Supernatural
101583,Comedy
101583,Ecchi
101583,Romance
101583,Slice of Life
87423,Drama
87423,Fantasy
87423,Horror
87423,Mystery
87423,Psychological
87423,Thriller
87154,Comedy
87154,Drama
87154,Romance
85635,Action
85635,Adventure
85635,Comedy
85635,Fantasy
85609,Drama
85609,Romance
85609,Slice of Life
74319,Action
74319,Drama
74319,Fantasy
74319,Horror
74319,Mahou Shoujo
60079,Drama
60079,Psychological
60079,Slice of Life
60079,Supernatural
31047,Action
31047,Adventure
165485,Action
165485,Romance
142989,Adventure
142989,Drama
142989,Ecchi
142989,Fantasy
119301,Comedy
119301,Romance
108141,Drama
108141,Romance
108141,Slice of Life
106176,Action
106176,Fantasy
106176,Horror
106176,Mystery
106176,Sci-Fi
106176,Supernatural
100942,Comedy
100942,Mystery
100942,Romance
100942,Slice of Life
87170,Action
87170,Drama
87170,Mystery
87170,Psychological
87170,Supernatural
87170,Thriller
77022,Drama
77022,Music
77022,Romance
77022,Slice of Life
71629,Mystery
71629,Slice of Life
51467,Drama
51467,Slice of Life
31649,Drama
31649,Psychological
182270,Drama
182270,Romance
169386,Romance
169386,Slice of Life
155108,Drama
155108,Slice of Life
140287,Drama
140287,Mystery
140287,Romance
140287,Supernatural
123409,Comedy
123409,Slice of Life
120545,Comedy
120545,Romance
120545,Slice of Life
114531,Comedy
114531,Slice of Life
113488,Action
113488,Drama
113326,Comedy
113326,Romance
104540,Drama
104540,Romance
104540,Slice of Life
103610,Drama
103610,Horror
103610,Psychological
103610,Supernatural
101853,Action
101853,Fantasy
101853,Sci-Fi
101642,Romance
101642,Slice of Life
86436,Drama
86436,Slice of Life
85564,Adventure
85564,Drama
85564,Ecchi
85564,Fantasy
85235,Horror
85235,Mystery
85235,Psychological
85235,Slice of Life
85235,Supernatural
85199,Action
85199,Drama
85199,Fantasy
85199,Supernatural
77825,Adventure
77825,Sci-Fi
56769,Comedy
56769,Romance
56769,Slice of Life
51054,Comedy
51054,Fantasy
51054,Slice of Life
48570,Drama
48570,Psychological
48570,Sci-Fi
47465,Drama
47465,Sci-Fi
47465,Supernatural
30792,Action
30792,Adventure
30792,Comedy
30792,Drama
30792,Ecchi
170179,Action
170179,Drama
170179,Fantasy
170179,Sci-Fi
143216,Comedy
143216,Drama
143216,Romance
138564,Drama
138564,Hentai
138564,Romance
132165,Drama
132165,Fantasy
132165,Romance
129685,Romance
129685,Slice of Life
117802,Action
117802,Adventure
117802,Comedy
117802,Fantasy
116843,Comedy
116843,Drama
116843,Romance
114427,Drama
114427,Romance
111970,Drama
111970,Romance
111970,Slice of Life
109302,Romance
109302,Slice of Life
100418,Romance
100418,Slice of Life
86848,Action
86848,Comedy
86848,Drama
86848,Supernatural
86753,Action
86753,Drama
86753,Fantasy
86753,Supernatural
86284,Drama
86284,Romance
86284,Supernatural
85464,Drama
85464,Fantasy
85464,Mahou Shoujo
85464,Psychological
85139,Comedy
85139,Fantasy
85139,Romance
69859,Sci-Fi
69859,Thriller
55409,Action
55409,Comedy
55409,Ecchi
55409,Romance
55409,Supernatural
54294,Comedy
54294,Drama
54294,Romance
54294,Slice of Life
47462,Drama
47462,Romance
47462,Slice of Life
168264,Drama
168264,Romance
164857,Action
164857,Adventure
164857,Fantasy
155485,Action
155485,Adventure
155485,Drama
155485,Fantasy
146030,Action
146030,Supernatural
137620,Action
137620,Adventure
137620,Supernatural
135356,Action
135356,Comedy
135356,Drama
127886,Fantasy
127886,Romance
127886,Slice of Life
126107,Fantasy
126107,Supernatural
122993,Romance
121146,Action
121146,Adventure
121146,Drama
114542,Drama
114542,Fantasy
114542,Psychological
114542,Romance
114542,Thriller
111335,Comedy
111335,Romance
111335,Slice of Life
100943,Comedy
100943,Mystery
100943,Romance
100943,Slice of Life
87151,Comedy
87151,Drama
87151,Fantasy
87151,Romance
75447,Comedy
75447,Romance
71865,Action
71865,Adventure
63297,Comedy
63297,Drama
63297,Romance
63297,Slice of Life
54457,Drama
54457,Fantasy
54457,Horror
54457,Mahou Shoujo
30463,Comedy
30463,Drama
30463,Psychological
30463,Romance
169008,Drama
169008,Romance
159436,Fantasy
159436,Romance
154159,Drama
154159,Fantasy
154159,Psychological
154159,Romance
151512,Action
151512,Adventure
151512,Drama
151512,Fantasy
147997,Comedy
147997,Drama
147997,Romance
147997,Slice of Life
147586,Fantasy
147586,Romance
145531,Mystery
145531,Sci-Fi
143031,Comedy
143031,Romance
140951,Action
140951,Comedy
140951,Drama
140951,Romance
129774,Romance
129774,Slice of Life
123760,Hentai
120796,Romance
117195,Drama
117195,Mystery
117195,Psychological
117195,Supernatural
112981,Comedy
112981,Romance
112981,Slice of Life
112518,Drama
112518,Fantasy
112518,Romance
111608,Romance
111608,Slice of Life
107321,Drama
107321,Sports
104140,Comedy
104140,Drama
104140,Romance
98777,Romance
98777,Slice of Life
98561,Drama
98561,Romance
98561,Slice of Life
92453,Drama
92453,Horror
92453,Mystery
91203,Action
91203,Adventure
91203,Slice of Life
85747,Drama
85747,Fantasy
85747,Psychological
85747,Romance
40010,Action
40010,Comedy
40010,Supernatural
31630,Action
31630,Adventure
31630,Supernatural
165751,Comedy
165751,Drama
165751,Romance
165751,Slice of Life
156723,Drama
156723,Romance
155465,Romance
155465,Slice of Life
146203,Sports
138222,Action
138222,Fantasy
135822,Drama
135822,Romance
127122,Hentai
127122,Psychological
127122,Romance
123868,Comedy
123868,Romance
123868,Slice of Life
121991,Action
121991,Comedy
120112,Comedy
120112,Ecchi
120112,Romance
112621,Drama
112621,Romance
110140,Comedy
110140,Romance
110140,Slice of Life
109384,Comedy
109384,Drama
109384,Romance
109384,Slice of Life
99183,Comedy
99183,Romance
99183,Slice of Life
86623,Fantasy
86623,Slice of Life
85336,Comedy
85336,Romance
85336,Slice of Life
76814,Drama
76814,Psychological
76814,Slice of Life
44721,Comedy
41243,Drama
34258,Drama
34258,Psychological
34258,Slice of Life
30442,Action
30442,Drama
30442,Psychological
30442,Supernatural
164263,Comedy
164263,Romance
154474,Drama
154474,Sci-Fi
153513,Action
153513,Drama
153513,Fantasy
142201,Romance
142201,Slice of Life
130665,Fantasy
130665,Romance
130665,Supernatural
121819,Action
121819,Drama
121819,Romance
121819,Supernatural
120502,Romance
120502,Slice of Life
113340,Drama
113340,Fantasy
113340,Psychological
113340,Supernatural
113340,Thriller
112579,Drama
112579,Psychological
110393,Drama
110393,Psychological
110393,Romance
110393,Slice of Life
109608,Adventure
109608,Horror
109608,Supernatural
108196,Action
108196,Drama
108196,Thriller
104030,Action
104030,Mystery
104030,Supernatural
103141,Drama
103141,Romance
100908,Drama
100908,Romance
100908,Supernatural
99346,Horror
99346,Romance
99346,Supernatural
87510,Comedy
87510,Fantasy
87510,Slice of Life
87442,Action
87442,Adventure
87442,Drama
87442,Mystery
87442,Sci-Fi
86310,Action
86310,Drama
86310,Sci-Fi
86310,Supernatural
85827,Romance
85827,Slice of Life
74501,Comedy
74501,Drama
74501,Romance
54380,Comedy
54380,Drama
54380,Romance
54380,Slice of Life
54380,Supernatural
53627,Comedy
53627,Drama
53627,Sports
40330,Drama
40330,Psychological
40330,Romance
40330,Slice of Life
33097,Drama
33097,Fantasy
33097,Sci-Fi
33097,Slice of Life
33097,Supernatural
186990,Drama
186990,Psychological
186990,Thriller
153432,Action
153432,Adventure
153432,Drama
153432,Fantasy
148082,Comedy
148082,Romance
147587,Drama
147587,Fantasy
147587,Romance
146748,Drama
146748,Horror
146748,Mystery
146748,Supernatural
117877,Comedy
117877,Romance
114972,Drama
114972,Psychological
114972,Slice of Life
101700,Drama
101700,Romance
100557,Drama
100557,Psychological
100557,Slice of Life
100147,Adventure
100147,Comedy
100147,Fantasy
99640,Romance
92985,Action
92985,Comedy
86640,Action
86640,Adventure
86640,Comedy
86640,Supernatural
85887,Drama
85887,Romance
50242,Adventure
50242,Comedy
50242,Fantasy
50242,Supernatural
33713,Drama
33713,Slice of Life
33281,Drama
33258,Drama
33258,Psychological
33258,Slice of Life
181542,Drama
181542,Romance
180752,Action
180752,Adventure
180752,Comedy
180752,Fantasy
177373,Drama
177373,Romance
171068,Comedy
171068,Romance
171068,Slice of Life
166658,Action
166658,Adventure
166658,Drama
166658,Fantasy
158706,Fantasy
158706,Romance
156031,Drama
156031,Music
156031,Romance
129345,Comedy
129345,Fantasy
129345,Romance
126768,Comedy
126768,Romance
126768,Slice of Life
124964,Comedy
124964,Slice of Life
123314,Action
123314,Adventure
123314,Comedy
123314,Fantasy
121364,Romance
121364,Slice of Life
120963,Drama
120963,Romance
119664,Romance
119664,Slice of Life
116382,Drama
116382,Fantasy
116382,Psychological
116382,Romance
114768,Drama
114768,Romance
112197,Action
112197,Drama
112197,Fantasy
112197,Slice of Life
97391,Drama
97391,Mystery
97391,Supernatural
97391,Thriller
87197,Fantasy
87197,Mystery
87197,Supernatural
73915,Action
73915,Fantasy
73915,Supernatural
65733,Drama
65733,Slice of Life
65733,Supernatural
55250,Comedy
55250,Horror
55250,Mystery
55250,Romance
55250,Slice of Life
55250,Supernatural
54801,Drama
54801,Slice of Life
43419,Comedy
43419,Drama
43419,Romance
43419,Slice of Life
35711,Action
35711,Drama
33403,Action
33403,Comedy
33403,Drama
33403,Ecchi
33403,Mystery
33403,Romance
33403,Supernatural
31506,Comedy
31506,Drama
31506,Romance
31506,Slice of Life
31101,Action
31101,Drama
31101,Psychological
31101,Thriller
30017,Comedy
30017,Drama
30017,Psychological
30017,Romance
188249,Action
188249,Drama
188249,Fantasy
188249,Horror
188249,Mystery
188249,Thriller
182516,Action
182516,Drama
182516,Fantasy
182516,Romance
182516,Supernatural
158108,Drama
158108,Romance
146393,Drama
146393,Psychological
146393,Romance
137614,Comedy
137614,Drama
137614,Slice of Life
130867,Romance
126135,Adventure
126135,Drama
126135,Fantasy
126135,Horror
126135,Psychological
126135,Supernatural
125116,Action
125116,Adventure
125116,Comedy
125116,Drama
125116,Fantasy
123573,Action
123573,Adventure
123573,Comedy
123573,Fantasy
117728,Action
117728,Adventure
117728,Comedy
117728,Fantasy
117728,Hentai
113055,Drama
113055,Fantasy
113055,Romance
103029,Mystery
103029,Supernatural
103029,Thriller
102308,Drama
102308,Romance
101255,Comedy
101255,Romance
100755,Romance
100052,Drama
100052,Romance
100052,Slice of Life
86037,Action
86037,Adventure
86037,Fantasy
86037,Mystery
55245,Slice of Life
54903,Action
54903,Drama
31766,Fantasy
31766,Psychological
31766,Romance
31766,Sci-Fi
174790,Comedy
174790,Romance
174790,Slice of Life
145165,Comedy
145165,Psychological
145165,Romance
145165,Supernatural
133797,Fantasy
133797,Romance
132926,Romance
130128,Romance
130128,Slice of Life
127440,Drama
127440,Romance
126722,Drama
126722,Romance
124382,Drama
124382,Supernatural
110720,Drama
110720,Psychological
109064,Comedy
109064,Romance
107254,Drama
107254,Romance
107098,Action
107098,Drama
107098,Fantasy
107098,Supernatural
101265,Comedy
101265,Romance
101265,Slice of Life
100470,Fantasy
100470,Mystery
100470,Romance
100470,Supernatural
99758,Comedy
99758,Romance
99758,Slice of Life
98817,Action
98817,Comedy
98817,Sci-Fi
98305,Slice of Life
96360,Drama
92954,Comedy
92954,Romance
86687,Comedy
86687,Romance
86687,Slice of Life
86462,Comedy
86462,Drama
86462,Romance
86462,Slice of Life
43702,Comedy
43702,Romance
43702,Slice of Life
30872,Action
30872,Adventure
30872,Mystery
30872,Supernatural
30655,Drama
30655,Fantasy
30655,Romance
30655,Sci-Fi
30128,Comedy
30128,Fantasy
30128,Horror
30128,Mystery
30128,Supernatural
30057,Comedy
30057,Drama
30057,Romance
30057,Slice of Life
30023,Action
30023,Comedy
30023,Ecchi
30023,Romance
187427,Drama
187427,Fantasy
169355,Action
169355,Drama
169355,Fantasy
163434,Romance
144944,Drama
144944,Romance
144944,Slice of Life
130711,Slice of Life
124156,Comedy
124156,Drama
124156,Romance
117460,Action
117460,Adventure
117460,Comedy
117460,Fantasy
110804,Fantasy
110804,Slice of Life
105790,Comedy
105790,Romance
105790,Slice of Life
103687,Adventure
103687,Drama
103687,Fantasy
97865,Comedy
97865,Drama
97865,Romance
97865,Supernatural
96930,Action
96930,Horror
96930,Supernatural
57231,Comedy
57231,Drama
57231,Romance
57231,Slice of Life
42471,Adventure
42471,Comedy
42471,Fantasy
42471,Sci-Fi
30339,Comedy
194727,Action
194727,Adventure
194727,Fantasy
188602,Drama
163400,Comedy
163400,Music
163400,Slice of Life
145598,Mystery
145598,Psychological
145598,Sci-Fi
145598,Supernatural
143719,Comedy
143719,Romance
135325,Action
135325,Adventure
135325,Fantasy
118695,Comedy
118695,Drama
118695,Fantasy
118695,Romance
117918,Drama
117918,Fantasy
117918,Romance
117918,Supernatural
104271,Action
104271,Adventure
104271,Drama
104271,Fantasy
100293,Comedy
100293,Romance
100293,Supernatural
85814,Action
85814,Adventure
85814,Comedy
85814,Drama
85814,Fantasy
85814,Romance
85749,Comedy
85749,Drama
85749,Ecchi
85749,Romance
83537,Action
83537,Horror
83537,Mystery
83537,Sci-Fi
82343,Drama
82343,Fantasy
82343,Psychological
76024,Action
76024,Adventure
76024,Fantasy
76024,Romance
66903,Adventure
66903,Psychological
66903,Sci-Fi
66903,Slice of Life
66903,Supernatural
65003,Comedy
65003,Ecchi
65003,Romance
65003,Supernatural
64127,Action
64127,Romance
64127,Sci-Fi
64127,Supernatural
46276,Drama
46276,Psychological
46276,Romance
46276,Slice of Life
42713,Action
42713,Adventure
42713,Drama
39152,Drama
39152,Psychological
39152,Romance
33868,Action
33868,Drama
33868,Horror
33868,Psychological
176854,Comedy
176854,Romance
174501,Drama
174501,Romance
170894,Action
170894,Adventure
170894,Fantasy
170894,Supernatural
152128,Action
152128,Adventure
152128,Drama
152128,Fantasy
150170,Action
150170,Adventure
150170,Comedy
150170,Fantasy
150170,Romance
147468,Comedy
147468,Romance
139741,Action
139741,Fantasy
139741,Horror
136253,Comedy
136253,Romance
136253,Slice of Life
135096,Drama
135096,Romance
134255,Drama
134255,Horror
134255,Psychological
134255,Romance
128965,Drama
128965,Romance
122462,Comedy
122462,Romance
120537,Comedy
120537,Romance
120537,Slice of Life
115947,Action
115947,Adventure
115947,Fantasy
115947,Mecha
115947,Mystery
115947,Sci-Fi
115947,Supernatural
112544,Drama
112544,Mystery
112544,Romance
112544,Sci-Fi
112544,Slice of Life
105577,Comedy
105577,Romance
105577,Slice of Life
102043,Slice of Life
100704,Comedy
100704,Slice of Life
87471,Comedy
87471,Drama
87471,Mystery
87471,Psychological
87471,Romance
87471,Slice of Life
87471,Supernatural
86898,Comedy
86898,Fantasy
86707,Action
86707,Adventure
86707,Fantasy
86707,Romance
86123,Action
86123,Comedy
86123,Fantasy
85616,Drama
85616,Romance
85616,Slice of Life
85475,Action
85475,Drama
85475,Sports
42917,Action
42917,Adventure
42917,Comedy
42917,Supernatural
35157,Action
35157,Sports
170688,Action
170688,Comedy
170688,Drama
147567,Drama
147567,Fantasy
147567,Romance
145160,Comedy
145160,Psychological
145160,Romance
145160,Supernatural
142254,Fantasy
142254,Romance
137280,Action
137280,Fantasy
136204,Action
136204,Fantasy
135378,Adventure
135378,Fantasy
135378,Slice of Life
132557,Comedy
132557,Slice of Life
129135,Romance
129135,Slice of Life
128791,Horror
128791,Mystery
128791,Romance
128435,Fantasy
128435,Romance
127993,Action
127993,Fantasy
127993,Supernatural
123201,Romance
123201,Supernatural
119363,Action
119363,Adventure
119363,Comedy
119363,Fantasy
118570,Comedy
118570,Drama
118570,Romance
115348,Romance
115348,Slice of Life
114913,Comedy
114913,Slice of Life
114898,Comedy
114898,Romance
112234,Drama
112234,Fantasy
112234,Romance
110439,Slice of Life
109017,Comedy
109017,Ecchi
109017,Mahou Shoujo
109017,Slice of Life
107790,Drama
107790,Horror
107790,Psychological
103608,Comedy
103608,Fantasy
103608,Romance
102895,Comedy
102895,Drama
102895,Romance
102895,Slice of Life
100851,Comedy
100851,Drama
100851,Romance
100851,Slice of Life
100230,Comedy
100230,Drama
100230,Romance
97871,Comedy
97871,Drama
97871,Romance
97871,Slice of Life
85198,Drama
85198,Horror
85198,Psychological
85198,Supernatural
85198,Thriller
78151,Action
78151,Sci-Fi
54464,Action
54464,Comedy
54464,Drama
54464,Ecchi
54464,Fantasy
54464,Romance
54464,Sci-Fi
40892,Action
40892,Comedy
40892,Drama
40892,Mecha
40892,Romance
37630,Action
37630,Comedy
37630,Drama
37630,Romance
37630,Sci-Fi
34658,Action
34658,Adventure
34658,Comedy
34658,Drama
34658,Mystery
34018,Drama
34018,Mystery
34018,Psychological
34018,Sci-Fi
30674,Comedy
30674,Mystery
30674,Supernatural
30160,Comedy
30160,Romance
30160,Slice of Life
194302,Comedy
194302,Romance
169904,Comedy
169904,Romance
169904,Supernatural
150440,Comedy
150440,Slice of Life
150440,Supernatural
141560,Drama
141560,Romance
137431,Drama
137431,Slice of Life
130300,Comedy
130300,Drama
130300,Fantasy
130300,Romance
127249,Fantasy
127249,Slice of Life
120675,Drama
120675,Romance
114388,Action
114388,Adventure
114388,Comedy
114388,Fantasy
113168,Drama
113168,Psychological
113168,Slice of Life
110805,Fantasy
110805,Slice of Life
110530,Comedy
110530,Romance
110530,Slice of Life
108695,Drama
108695,Psychological
108695,Slice of Life
107112,Comedy
107112,Fantasy
107112,Romance
107112,Slice of Life
106888,Action
103854,Drama
103854,Fantasy
103854,Romance
103180,Comedy
103180,Supernatural
97852,Comedy
97852,Romance
97852,Slice of Life
97466,Action
97466,Adventure
97466,Fantasy
86243,Comedy
86243,Drama
86243,Romance
86243,Slice of Life
85934,Action
85934,Adventure
85934,Comedy
85934,Fantasy
85934,Supernatural
85486,Action
85486,Adventure
85486,Comedy
85486,Drama
85486,Fantasy
85247,Action
85247,Comedy
85247,Drama
85247,Fantasy
85247,Romance
85247,Supernatural
70099,Comedy
70099,Romance
70099,Slice of Life
40429,Drama
40429,Mystery
40429,Supernatural
31365,Drama
31365,Romance
31260,Drama
31260,Horror
31260,Mystery
31260,Psychological
31260,Supernatural
30670,Drama
30670,Mecha
30670,Psychological
30670,Sci-Fi
30564,Action
30564,Drama
30564,Ecchi
30564,Horror
30564,Psychological
30564,Sci-Fi
30564,Supernatural
30158,Drama
30158,Horror
30158,Mystery
30158,Romance
30158,Supernatural
30124,Adventure
30124,Comedy
30124,Drama
30124,Sci-Fi
30124,Slice of Life
163923,Action
163923,Sports
161929,Romance
161929,Slice of Life
137907,Adventure
137907,Comedy
137907,Fantasy
129384,Drama
129384,Psychological
129384,Romance
125078,Comedy
125078,Music
125078,Slice of Life
116401,Romance
116401,Slice of Life
111406,Drama
111406,Romance
111406,Slice of Life
110084,Drama
110084,Mystery
110084,Romance
110084,Supernatural
109957,Action
109957,Adventure
109957,Fantasy
109710,Comedy
109710,Romance
109121,Drama
109121,Fantasy
109121,Slice of Life
108919,Drama
108919,Romance
103204,Comedy
103204,Fantasy
103204,Romance
101556,Drama
101556,Psychological
101556,Thriller
101335,Action
101335,Drama
101335,Slice of Life
101335,Supernatural
100117,Action
100117,Adventure
100117,Drama
100117,Fantasy
100080,Comedy
100080,Slice of Life
98908,Comedy
98908,Fantasy
98908,Slice of Life
98617,Drama
98617,Romance
97258,Comedy
97258,Slice of Life
92544,Drama
92544,Horror
92544,Mystery
92544,Psychological
91616,Comedy
91616,Slice of Life
86738,Comedy
86738,Mystery
86738,Romance
86738,Slice of Life
71769,Comedy
71769,Drama
60779,Drama
60779,Romance
60779,Slice of Life
60779,Sports
49594,Drama
49594,Romance
49594,Slice of Life
43290,Drama
43290,Psychological
43290,Slice of Life
41652,Comedy
41652,Sports
38571,Mecha
34368,Comedy
34368,Romance
34368,Slice of Life
30054,Action
